date,age_label,incid
2020-06-30,moins de 10 ans,3.0528625619062173
2020-07-01,90 ans et plus,8.32803146128625
2020-07-01,de 10 à 19 ans,4.246393422635834
2020-07-01,de 20 à 29 ans,8.693573638958972
2020-07-01,de 30 à 49 ans,7.277245488045105
2020-07-01,de 50 à 59 ans,5.1975082902263825
2020-07-01,de 60 à 89 ans,3.73561467476131
2020-07-01,moins de 10 ans,3.1816753282313743
2020-07-02,90 ans et plus,7.780134654622681
2020-07-02,de 10 à 19 ans,4.498298117198978
2020-07-02,de 20 à 29 ans,9.068066041867974
2020-07-02,de 30 à 49 ans,7.289088035625325
2020-07-02,de 50 à 59 ans,5.2771200145843356
2020-07-02,de 60 à 89 ans,3.8477421294539873
2020-07-02,moins de 10 ans,3.233200434761437
2020-07-03,90 ans et plus,10.848356771938668
2020-07-03,de 10 à 19 ans,4.87015742822076
2020-07-03,de 20 à 29 ans,9.241937514647153
2020-07-03,de 30 à 49 ans,7.537781534809943
2020-07-03,de 50 à 59 ans,5.299866221543751
2020-07-03,de 60 à 89 ans,4.012982589001091
2020-07-03,moins de 10 ans,3.46506341414672
2020-07-04,90 ans et plus,10.62919804927324
2020-07-04,de 10 à 19 ans,4.978116583033535
2020-07-04,de 20 à 29 ans,9.268686971997797
2020-07-04,de 30 à 49 ans,7.555545356180273
2020-07-04,de 50 à 59 ans,5.390851049381412
2020-07-04,de 60 à 89 ans,4.024785478968742
2020-07-04,moins de 10 ans,3.3491319244540785
2020-07-05,90 ans et plus,9.75256315861153
2020-07-05,de 10 à 19 ans,4.678230041886937
2020-07-05,de 20 à 29 ans,8.947693483790081
2020-07-05,de 30 à 49 ans,7.443041154168184
2020-07-05,de 50 à 59 ans,5.220254497185798
2020-07-05,de 60 à 89 ans,3.959869584146665
2020-07-05,moins de 10 ans,3.233200434761437
2020-07-06,90 ans et plus,9.862142519944243
2020-07-06,de 10 à 19 ans,4.9901120446794
2020-07-06,de 20 à 29 ans,8.76044728233558
2020-07-06,de 30 à 49 ans,7.383828416267084
2020-07-06,de 50 à 59 ans,5.174762083266968
2020-07-06,de 60 à 89 ans,4.007081144017266
2020-07-06,moins de 10 ans,3.2203191581289214
2020-07-07,90 ans et plus,9.204666351947962
2020-07-07,de 10 à 19 ans,4.930134736450079
